symbol	loading
SHANK2	0.0118254851576464
ELAVL2	0.0118253404237656
CHTOP	-0.011825003215265
WDR45	-0.0118234055829989
SCD5	-0.0118233225397807
APBB2	0.0118228841462679
OAT	-0.0118224991590144
SIRT2	-0.0118194773912214
PSD	0.0118191823902239
FZD4	-0.011819065951934
F8	-0.0118184691858791
BNC2	0.011818427079354
DPYD	-0.0118179875552329
GABRB2	-0.0118178877733869
ATP6V1F	-0.0118178784014082
SERPINA7	0.0118175650933774
CEP164	-0.0118173236483068
ENO1	-0.0118167941272848
NSG1	0.0118162788538774
SMIM8	-0.0118155111622042
PRDX3	-0.0118139893961961
KCNK12	-0.0118127921007403
MYO19	0.0118124664231312
LRRC36	-0.011812192791605
RGS1	0.01181054314672
TCTN3	-0.0118096427634432
PCF11	-0.0118087819754329
ITCH	-0.0118085065722412
KIF5A	0.0118083518904495
PPM1E	0.0118067540935563
SNORD96A	0.0118056682306124
APEX2	-0.0118053460856434
POLH	-0.0118022186785232
GPR98	0.0118021016343479
NCAPG2	0.0118020900263385
CTNNBIP1	-0.011801960812441
PGAM1	-0.0118017355196934
CYBA	0.0118015768625071
PRKCQ	0.0118015682814181
MED15	-0.0118012908854267
SLC34A2	-0.0117988101303481
MIR600HG	0.0117987946747292
IFITM3	-0.0117974729027756
TRDMT1	0.0117971969340019
PBRM1	-0.0117952450768321
LSAMP	0.0117943662186138
HRAS	-0.0117939738040919
CEP41	-0.0117927027443937
LRRC8B	-0.0117926931633947
ETNK2	-0.0117909644892852
BTN3A2	0.0117907490234184
EXOC7	-0.0117904139790276
PCIF1	0.0117899793862706
SNX1	-0.0117897193139989
VIPR2	-0.0117896643809825
BTN2A3P	0.0117876214060192
BCAM	0.011787058072925
CUZD1	0.0117833744540348
RC3H2	-0.0117828741983935
PPM1H	0.0117821950645138
MYBBP1A	0.0117794601948637
RFTN1	0.0117793237081045
GPM6B	0.0117787460650333
KIF1B	-0.0117787386774179
FBXO22	0.0117781512216791
THRB	0.0117770983347347
TIMP4	0.0117766926422548
SLCO1C1	0.011776655810867
NINL	0.0117755069671131
IRS4	0.0117752837679302
DOLK	0.0117735321365068
PSTPIP2	-0.0117721505873902
ST8SIA5	0.0117690901689655
ZNF358	-0.0117689993269413
PSPN	-0.0117686393901465
AKAP12	0.011768624776725
C6orf62	-0.0117684916001198
KCNMB4	-0.0117676823600709
HLA-DRA	0.011765150354105
SOX15	0.011765091632644
TXNL1	-0.0117649930738799
ITGB8	0.0117631138466372
COL9A1	0.0117629521852207
CREBBP	-0.011762342434131
MRPS11	-0.0117609668987695
CACNA2D1	0.011760257045501
GTSE1	-0.0117584517625602
RAB31	0.0117572723482661
VAMP5	-0.0117549329399129
KCND2	0.0117539824830756
EFNB1	-0.0117522529701943
ANKRD11	0.011749786376345
SENP7	-0.0117482973653831
MTHFD2L	0.0117471193745535
PCSK2	-0.0117469026265226
RAD51B	0.011746195119367
CLCN5	0.0117451569283758
SERP1	-0.0117450471916784
ADORA2A	0.011741726381812
SLBP	-0.0117413654399642
ARMCX2	-0.0117396969548149
RHBDD3	0.0117390920457724
TRAIP	0.0117390849748944
MAK16	0.0117375876948903
TP53I11	-0.0117375744282791
CHAF1A	0.0117371090843384
JAKMIP2	0.0117346688952623
PCDH7	-0.0117342278063956
PTPN13	0.0117331771689779
IFRD2	0.0117313195302095
MIR224	-0.0117310831904999
NTN1	-0.0117284337272283
SYT11	0.0117257409132259
FRS2	-0.011724637156286
DDR2	0.0117244925735734
MATN3	-0.011718360473849
FAT4	0.0117182200456364
GCNT2	0.0117180054685688
NEU3	0.0117178779416566
SHB	-0.0117177147399152
MPPED2	0.0117176957671849
SCAMP5	0.0117168030649245
HLA-DOA	0.0117165295355833
SLC2A1	0.0117159199140127
TRAFD1	-0.0117147194963629
CEP85	0.0117143582129619
EIF4A1	-0.0117138110196763
TOM1L2	-0.011713648825014
SREK1	-0.0117129102049746
TMEM186	0.011710356695684
LTBP1	-0.0117102208380046
GM2A	-0.0117101703514764
AKAP7	0.0117099391328018
LMTK2	0.0117095351227629
PCNA	0.0117086906928355
FGF16	0.0117071086856179
LAMA5	0.0117061937922209
HMGCL	-0.0117047962115511
RBL1	0.0117043056560481
GGCX	-0.0117000095374761
RNMTL1	0.0116992595173042
ABHD2	0.0116985694020401
KRT8P11	-0.0116981834810275
POU2F3	0.0116975021457241
CCDC170	-0.0116970510599084
TST	-0.0116960160361415
RNF220	0.0116957059633117
RNF31	0.0116955861029294
ZNF682	0.0116931788892826
LAS1L	-0.0116926878288692
GALNT12	0.0116912527596096
NRBF2	-0.0116911328889779
PDK1	-0.0116900232306006
UBIAD1	0.0116893131912787
FBXL7	-0.0116884284459439
ST6GALNAC4	0.0116872538438818
MMP24	0.0116855944398249
CALB1	-0.0116853569594095
PMS2	0.0116850696120109
ATP1B2	0.0116838224502958
ADAM5	0.0116835697708004
ZNF654	-0.0116832833911284
PHC1	0.0116797439646303
ELP6	0.0116793998945948
MEGF9	-0.0116793906993179
PEX6	-0.0116790718781332
ASIC1	0.0116779922119692
ETV4	-0.0116762886516955
COLQ	0.0116758401323293
ELL2	-0.0116753868211798
LYN	0.0116730630853857
FGF2	0.0116725112458336
KPNA4	-0.0116723591091835
HSP90B1	-0.0116717679126772
NDUFAF7	0.0116690830940246
PLCD1	-0.0116671257162449
HIST1H2BJ	-0.0116662952730996
CD163	-0.0116653152656235
TEX261	-0.0116650710059188
PCDH12	0.0116649843284694
ANKFY1	0.011664650329056
TMOD3	-0.0116643891493156
ZNF274	-0.0116639439872124
CDC25A	0.0116635934177955
HSPA2	0.0116634025229544
SLC52A2	0.0116622951563433
TXNRD1	-0.0116601301519203
SFT2D2	-0.0116575651766547
TLDC1	-0.0116562777183752
CD82	0.0116559982922427
SSX2IP	0.011654685478207
SORBS2	0.0116544996710623
SH3BP4	-0.0116536270549619
PKNOX1	-0.0116530270022021
PPP4R2	-0.0116527671360441
GPR19	0.0116520306573826
PIAS2	0.0116512639530815
DNAJC8	-0.0116506665976259
PPCS	-0.0116504394790667
ST6GAL1	0.0116490294119817
ARHGAP28	-0.0116470409851229
TRIM16	0.0116463722072909
STXBP1	0.0116460873353739
TSTA3	-0.0116459370627013
UPP1	-0.0116451209617752
CTH	0.0116444538496991
BAI2	0.0116435187754551
TEAD1	-0.011643237168154
SUPT4H1	-0.0116429201658744
CNTNAP1	0.0116428824933444
TSSC1	-0.0116421676002074
C1orf116	0.0116409531577296
ITGA6	0.0116408376759486
TRPM2	-0.011640038809001
GINS1	0.0116399531151675
TDP1	0.0116385885324475
CCL3	-0.0116368166215215
ORC2	-0.0116366363451818
TAZ	0.0116353076052886
TPK1	-0.0116329156507646
FKBP10	0.0116322775267818
LRIG2	0.0116317285498132
CKAP2	-0.0116284893138972
ATP6V1G1	-0.0116277779434903
POGK	-0.0116277598960196
FOXO1	0.0116266602563701
TKT	0.0116264159262459
RAB33B	-0.0116261109790096
BUB1	0.0116260360239973
OR7A17	0.011623925951579
PRKCD	-0.0116219062741335
LAMP3	-0.0116209306696841
GRM8	0.01162080444566
HS1BP3	-0.0116182452648352
WDR52	-0.0116180247605888
CELSR2	0.0116176672933844
GRP	-0.0116174794362316
LRRC40	-0.0116173488401418
LPAR3	0.0116170853733845
PAF1	-0.0116168011020323
TRIM37	0.0116167470682862
SIL1	-0.0116161663833775
SSH1	-0.0116117603346283
GLI3	0.0116106329626953
PRDM14	0.0116097825317261
MFSD12	0.0116067246308579
PLAT	0.0116056219349568
RBM34	-0.0116054406097875
SRGAP3	0.0116043617650606
POLD4	-0.0116025993486406
HTR1E	-0.0116021394096651
AATF	-0.0116020322673373
MBNL3	-0.0116013022263927
RNF187	-0.0115971679826973
NELL2	0.0115962663710166
AFTPH	-0.0115961799803831
ZNF432	-0.0115954421894278
PCGF1	-0.0115947968726695
SLC2A11	0.0115935993696127
MSX2	-0.0115935921763377
HMGN5	0.0115932552541775
CDC45	0.011592335928173
TENM1	0.0115916311947591
LAMTOR2	-0.0115911337116519
NSUN5P1	0.0115911331680946
TOPORS	-0.0115910015724066
GABRQ	0.0115909053555404
TUBB2B	-0.0115905366813089
CXCR2	0.0115904125618058
HTR1A	0.0115880554782468
FAM135A	0.0115879334654983
MOCOS	0.0115875254997732
ZNF239	0.011587015882294
ST8SIA3	0.0115862816782822
FAM184A	-0.0115862315161784
RNF114	-0.0115861567372745
KIF1A	0.0115855336414733
SDHA	0.0115851977364726
RAD54B	0.0115835296577732
TNFAIP6	0.0115830255502125
GRB2	-0.0115826526069352
RPL35	-0.0115794501009417
PROCR	0.0115789498218513
ST3GAL5	-0.0115783345116568
TTC33	-0.0115781236514152
CSAD	-0.0115775222490069
ZSCAN2	0.0115769708008347
ASAP1	0.0115769266767937
SLC6A20	-0.0115750407408448
E2F8	0.0115748571358067
SUZ12P1	0.0115735959248445
TNNT2	0.0115716888253088
CES2	-0.0115716853680578
PEG10	-0.0115710185991481
C4orf27	-0.0115709767724919
SUMO3	-0.0115706183486729
NID2	0.0115682024435777
AKAP2	0.0115668612483529
NTRK3	0.0115656673428912
IMP4	0.0115655479249509
CLUH	0.0115650348023517
TUBG1	-0.0115646428059952
BHLHE41	0.0115644403268946
RRAGD	0.0115637259973171
NAP1L1	0.011563256399512
CSRP2	0.0115624299499773
PIGL	0.0115615820887211
C5orf22	-0.0115606592115451
RNF10	-0.0115605725194525
RRN3P1	0.0115597936245595
RPS6KA2	0.011559311911876
SLC39A1	0.0115585408672506
HERC3	-0.0115581007773698
POU2F1	0.0115562758051853
INADL	-0.0115550357131509
PIAS1	-0.0115540216183446
B3GNT2	-0.0115508837293367
UBE2Q1	-0.0115503128046971
CDC37L1	-0.011550292633966
WDR74	0.0115488732011495
TIMM10B	0.0115488470402945
LOC101927181	0.0115471495165532
ARHGEF9	0.0115459386064102
PTPN18	-0.0115449086133892
DNAJB9	-0.0115441963557029
LMBR1L	-0.011543497729912
ZFPM2	-0.011543126700544
LPHN2	0.0115426157513978
TPST2	0.011542425643706
RYR2	0.0115411037818282
EFR3B	0.0115408897371602
CHMP2A	-0.0115400137908676
AP4M1	-0.0115392849630924
TBC1D2	-0.0115381562761611
AGBL5	-0.01153768764181
PTX3	0.011536885375961
DUSP6	0.0115366674957357
HDAC4	0.0115364672784228
PIM2	0.0115334391795331
TRIM68	-0.0115320799533999
THNSL1	-0.0115304815855045
SCLY	0.0115287280785284
RAB23	-0.0115284718500509
RAB30	-0.0115283115483767
PHIP	0.0115273449955655
PCYT1A	-0.0115266410472749
PSMB3	-0.0115260068814945
GRM3	0.0115259435344915
DNM3	0.0115255245287642
EPHB6	0.0115250319283354
MGAT1	0.0115229708934608
C16orf59	-0.0115221101785433
DNASE2	0.0115219762261846
UPK1A	0.0115217509189954
CLUL1	-0.0115216810995046
DOCK6	-0.011520896150634
FRS3	-0.0115208195744367
TBR1	-0.0115197582935097
APIP	-0.0115194966718059
NFATC1	-0.0115188698537648
HRH2	0.0115177191752954
AGRN	0.0115174551731305
TLE3	-0.0115168858853998
GNB5	0.0115162952388268
BTRC	-0.0115156468828984
ADCY1	0.0115145801619091
SCARNA16	0.0115137833892209
CRIP1	-0.011513184224422
MPI	-0.0115115220889003
CTNNA3	0.0115114632081389
SLC2A14	-0.0115112158857399
RAD23A	-0.0115093874649392
SON	-0.0115081730775116
B3GALT5	0.0115059961619136
TMEM214	0.0115045376686985
KLHL29	0.0115032553584136
PAH	0.0115032048499197
TTC40	-0.0115031727725235
BCL2	0.0115025740770113
AXL	0.0115021646354325
ZNF674	0.0115020760850434
ART3	0.0115014540092971
CCND3	0.0115013339805932
WISP1	-0.0115009834912634
TFE3	0.0114999800421798
HIST1H3G	-0.0114983939474803
TK1	-0.0114975864419585
MICB	0.011496677614985
ZBTB43	0.0114959891813529
NLGN1	0.0114952631360685
NQO2	0.0114948903743821
ARHGEF18	-0.0114945416627609
CHD2	-0.0114942785337844
AMT	0.0114942020058168
ELL3	0.0114935390503368
BTN3A3	0.0114927262280898
RPS4X	-0.0114916786378677
TEC	0.0114915221301345
NELL1	-0.0114906459258218
ELOVL4	0.0114897414339998
ITPR2	0.0114878308011123
URB2	0.0114875650806818
C6orf48	0.0114866584771045
STK16	-0.0114864793216464
MPDU1	0.0114852607834876
DAB1	0.0114850942997361
SRGAP2C	-0.0114849140705565
NPL	0.0114848274136489
PUS1	0.0114844105892436
MNDA	0.0114841271533933
KIF15	0.0114841080511916
LOC101927051	-0.0114838296059211
GSPT1	-0.0114833920658882
ZMYM3	-0.0114809142724414
PTGFR	-0.0114802544035743
FHOD3	0.0114796418256858
MSTO1	0.0114782915068512
MED20	-0.0114780976991481
ECHDC3	0.0114752892894425
LY75-CD302	0.0114752295532618
RFC4	0.0114740387481444
ZNF32	-0.011472582773698
MAP3K12	0.0114717196149559
TMEM115	0.0114691653924232
KAT2A	0.011468712918518
ATP5SL	-0.0114682497757721
HTR2C	0.0114676907771076
LOC100287852	-0.0114648820225302
ITGB1	-0.0114646618506762
FAM216A	0.0114645217451098
CADPS2	0.0114629860559528
C19orf40	-0.0114627168021129
LOC100131510	0.0114615650934015
SLC30A3	0.0114611959198037
MPHOSPH6	-0.0114610578999686
MLEC	0.0114603675198922
SYP	0.0114581290784647
CDKN1C	-0.0114562616670404
FCHO1	0.0114546953075657
CHAC1	0.0114542041876018
MCOLN3	0.0114540276385208
MYL10	-0.0114534471333957
C14orf159	0.011452505918969
SNORA64	0.0114516309593248
ZNF639	0.0114509743464139
PON2	-0.0114480542476257
PGBD5	0.0114479635787393
BUB3	0.0114478544338409
PSMC4	-0.0114475856334798
FRMD4A	0.0114474992891964
MGAT5	-0.0114464065716661
SIAH1	-0.0114454921545302
CRADD	-0.0114452502441021
VOPP1	0.0114450196316867
ZPBP	-0.0114446640728218
CCDC186	0.0114445034874882
POMT1	0.0114431387922827
TENC1	-0.0114423546480291
HIVEP2	0.0114422660617617
EDEM1	-0.0114422578060965
DPF1	0.0114422105617935
IL17RB	0.0114419789976699
ATP6V0E1	-0.0114411823691876
EIF3I	-0.0114409389821458
ATP5F1	-0.0114404232597984
RAB38	0.0114403255491873
FYN	0.0114388728349876
SPG7	0.0114382929721868
GPATCH2L	-0.0114380670781196
GRB7	-0.0114368223532725
RAB7A	-0.0114348443455025
BTG3	-0.0114331609378572
DENR	-0.011432196600925
TBL1Y	0.0114313169532677
RGS2	0.0114309851845548
PLXNC1	0.0114306207411363
TBC1D4	0.0114296902479592
MAPK8IP3	0.0114281276627201
SLC38A10	-0.0114263613999867
ZBTB20	-0.0114251209339658
UBXN6	-0.0114243034165719
DUSP4	-0.0114231914655849
PNMA1	-0.0114213422114352
WDR12	0.0114206702628682
EXTL3	0.0114201695659255
KAL1	0.0114200614175672
MDC1	-0.0114200434410884
ATAD5	0.0114179637317052
ZBTB5	0.0114171132759484
COL18A1	0.011417001230906
RNASET2	0.0114166452587859
NOP16	0.0114158604842746
FAM178A	-0.0114157424252072
DNMT3B	0.0114147729763409
ALDH1B1	0.0114141091503534
STC1	-0.0114135774121325
CLSTN3	-0.0114115993121824
PTPN4	0.0114107608846201
TRIM23	-0.0114100386164415
CYB5R2	-0.011409961046774
NAA60	-0.0114095595597975
LUZP2	0.0114092558534429
ADAMTS12	0.0114080787772927
PRDX1	-0.0114076627211827
LACTB2	-0.0114039929642595
ZNF131	0.0114034818879517
IFNA6	0.0114030254771901
PRPSAP1	-0.0114020559847595
SEC14L1	0.0113988943049483
SSX4B	-0.0113988512877874
ANGPT2	-0.0113981873105613
RAB35	-0.0113971594292866
SIKE1	0.0113969852435624
NANOG	-0.0113965857863424
DCC	0.0113958909729295
COA7	0.011395696436345
PIAS4	-0.0113948302229971
PRKCG	0.0113947935926697
ACSS3	-0.0113943500835202
C9orf116	0.0113940512322771
SLC1A5	0.0113938953552095
MSH5-SAPCD1	0.0113935657818259
PPDPF	-0.0113933394642926
CDIP1	-0.0113918708153223
NDUFA4	0.0113912041184304
PTPN6	-0.0113906400541947
RAD54L	0.0113903693645139
GPR50	0.0113900422050165
FDX1	-0.0113899705058587
SRGAP2	-0.0113893584015825
FAM212B	0.0113880543445446
GUSBP11	0.011386284917919
ACTN2	0.0113862814206852
BICD1	0.0113858114463777
FSHR	-0.0113856762303638
TPST1	-0.0113820524555173
NUP205	0.0113817327300482
ST3GAL2	-0.0113817203529601
GRIK5	0.0113813232987142
C8orf4	-0.0113801326311583
WDR3	0.011378550810791
MPP3	0.0113764328069015
CDH13	0.0113763536826669
NLGN4X	0.011375676252502
LAMA2	0.011373956965996
POLQ	0.0113738908616211
MAPRE2	0.0113736647998314
RIF1	0.0113735517792398
DIP2A	-0.011373493968531
NLK	0.0113725018801302
IMPDH2	0.0113724375111215
LGI1	-0.0113722918309695
SEC22A	-0.0113718294676661
NCS1	-0.0113713054319868
SGK1	0.0113651111786959
CLTCL1	0.0113641422793979
ADSL	0.0113626497327856
RFC1	0.0113621098082564
CACNA1A	0.0113611112347606
MXD1	-0.011360824125099
QTRT1	0.0113599476923293
KPNA3	-0.0113596738504174
CLSTN2	-0.0113587799277007
HTRA2	-0.0113586452882986
TSEN2	0.0113582583513009
CEP72	0.0113579818567352
WBSCR22	0.0113571621320336
DDX11	0.0113568300815693
PCDHB3	0.0113563492451551
NLE1	0.0113557152524097
SULT4A1	0.0113535193700296
TTC21B	0.0113522060865664
KIAA1467	0.0113511978707667
SSSCA1	0.0113497041755022
RNASEH1	0.0113492467575173
CCSER2	-0.0113490862290159
LIF	0.0113485497519429
HLA-DMA	0.0113483475999133
LINC00339	0.011346292418573
PEMT	0.0113452898374993
AIF1	0.0113447068145921
ROR2	-0.0113443665843347
PHTF2	0.0113441385436408
SLC25A12	0.011343552239979
DGCR5	0.0113435079907004
PNPLA6	0.0113407268405256
JADE2	-0.0113405107700563
RND1	0.0113392539441395
KIAA0226L	0.011338762660621
CENPF	0.0113386963615855
NPPB	-0.0113386646111636
ATF6	-0.0113386078903777
SLC50A1	0.0113385253452008
TEAD3	-0.0113383040924257
NUDT2	-0.0113379328204647
SCRN1	-0.0113368042619822
MNS1	0.0113359052470393
PSPC1	0.0113346037473048
ANK1	0.0113342781315712
CDH7	0.0113331938243171
PTPN12	-0.0113323620335586
SCNN1A	0.011331378464657
HP1BP3	-0.011331244423885
PNO1	0.0113309543871555
HDAC7	-0.0113305560020431
CELSR3	0.0113294437040425
NCAN	-0.0113271911105389
PTTG1	-0.0113248797984854
PPP2R1A	-0.0113247912922175
SLC2A3	-0.0113246163781993
FBXL2	-0.0113234263471456
PRKY	0.0113194118907427
PARP6	-0.011319410144044
BCAP29	-0.0113193980923594
CCR8	0.0113189514145968
PLEKHF2	-0.0113160263176185
RNF111	-0.0113158209033977
SCG2	0.0113158039980072
PCNXL2	0.0113125462452369
GNAZ	-0.0113124463325885
GINS4	0.0113121738234644
CELF1	-0.0113121736778368
SOCS3	-0.0113115670141077
WFS1	0.0113108457727842
GDPD2	0.0113100226331256
EDNRB	0.0113098711188322
BTN3A1	0.0113076523532166
PCYT1B	0.0113069003987021
CLCN3	-0.0113066452460916
TSHR	0.0113066308078212
TSPAN13	-0.0113060578974558
NFATC2IP	0.0113050789527373
TACR3	0.0113050777191202
HIST1H3A	-0.0113048453103713
SLITRK3	0.0113014089078609
C7orf49	-0.0113013795820333
LAD1	0.0113011789030424
ZNF124	-0.0113008972732018
CNOT6	-0.0113003207998967
POLR3G	0.0112999216862255
NMRK2	0.0112997091325509
ZNF141	0.0112996056631786
FABP7	0.0112984286627728
SLC16A1	0.0112983842184234
PANX1	0.0112983166299915
PLAGL1	-0.0112981021871228
ZBTB44	0.0112973535272094
UBR5	0.0112962498382629
SLC38A1	0.0112940993492283
SLC16A7	0.0112935981048322
RANGRF	-0.0112927111511058
F3	-0.0112920068330249
KIF22	0.0112915792588944
KCNMA1	0.0112914509477354
USP5	-0.0112913953417133
GPR37	-0.0112909538908244
ZNF587	-0.0112908437359016
NAV3	0.0112905917134338
SLC1A6	0.0112902376681685
SHC2	-0.011289236359789
DDX52	-0.011288817296448
BTD	0.0112882479148086
ALDH6A1	-0.0112872274899911
P2RY11	0.0112869898346802
IQCH	-0.0112857916474943
NUP210	0.0112846929723824
FAM115A	-0.0112836941477598
EXOSC7	0.0112835764233115
LYRM2	0.0112825480513313
INTS3	-0.0112802678274279
MUSK	0.0112798749479988
TNFRSF10D	0.0112797145886905
CNNM2	0.0112790111208871
NCAM2	0.0112784951902898
HLA-DMB	0.0112779934772945
DOCK10	0.0112767209245664
PFKFB2	0.0112754544031417
NEFL	0.0112751113817168
MXRA8	-0.0112747593493153
TSR1	0.0112737668341949
MMP14	-0.0112725604220709
TGS1	0.0112725315137338
CNNM3	0.0112712027488892
FZD2	0.0112707934020489
SNAPC4	0.0112700390408654
CA11	0.0112698491983363
SEC61B	-0.0112665718204532
BCL9	-0.0112650756889443
SH2B2	0.011264227206151
DEGS1	0.0112635310901346
APOLD1	-0.0112633652557476
METTL8	0.0112629482924907
NME5	-0.0112624240549397
TENM3	0.0112623016424783
PPP1R16B	-0.011262036155497
OIP5	0.0112588677698599
KDR	0.0112588456834992
LPAR4	0.0112579421204877
GPHN	-0.011257701863425
SLC37A4	0.0112570493851919
LCP1	0.0112561753462698
F11	0.0112526405862636
ADCY6	-0.0112520826239133
HOMER3	0.0112514476448826
MAMLD1	-0.0112501496975833
RARRES3	0.0112499103114411
EFEMP1	0.0112481784114265
IGSF9B	0.0112476963211729
RAC3	0.0112466556766829
FAS	0.0112462922511668
HSPG2	0.0112462397793381
INHBE	0.011244365600346
TNFAIP1	-0.0112437078030899
PUS7	0.0112436291525686
JADE1	0.0112434370443713
RHOBTB2	-0.0112430360138656
AP1G1	-0.0112430284405894
CIRBP	0.0112428288686867
VPS33A	-0.0112410785595422
NPEPL1	0.0112402988729066
POLR1E	0.0112402780420969
OR3A3	-0.0112402466429713
ZSCAN16	0.0112393463824625
ILF2	-0.0112389903111355
ZBED8	0.0112384702260136
ARHGEF17	-0.0112376293309197
PKI55	0.0112369013505353
OLFML3	0.0112368648669276
PAPD7	0.0112363384420977
C9orf91	0.0112352662434361
GSTP1	-0.0112342805943752
FAM129A	0.0112340555804601
NOL8	0.0112334332833056
NCAPD2	-0.0112322820169768
SLC12A7	0.0112321894068508
ZBTB3	0.0112319745724005
LITAF	0.0112314643710443
RRBP1	-0.0112302767265798
PSMD11	-0.0112281594336511
LETMD1	0.0112274698268343
PARP11	-0.0112274130001017
ACSM3	0.0112273105319931
KCNA3	0.0112265701601118
NMU	-0.0112246277564284
HIST1H2AJ	-0.0112244702679656
GABRG2	0.011224428393041
LMNB2	-0.0112237497453672
PSORS1C1	0.0112235066645197
LINC00472	0.0112228087162755
RRP15	0.0112224572184975
PCDH1	0.0112223187536324
SNORD35A	0.0112213898519301
FER1L4	0.0112195294393939
KPNA6	-0.0112189571999477
R3HDM1	0.0112181397264201
KCNAB1	0.0112174829362272
SCMH1	0.0112147781544374
VPS37C	-0.0112145664484156
STC2	0.0112139685502326
C11orf73	-0.0112139446418124
RPS3	-0.0112137598690348
GTF2IRD2B	-0.0112131256154546
CBX5	-0.0112126858178491
BBS10	-0.0112122748304958
SLC13A4	0.0112105889258914
PRKG1	0.0112103135467267
ABCF3	0.0112085988121322
ERCC6L	0.0112084944036701
KIF5C	0.0112081180147042
PDGFRB	0.011207837710623
PEX11B	-0.0112077487731716
MYO5C	0.0112069152722152
SLC17A7	0.0112058157258237
STRAP	-0.0112034336350103
GSTM2	-0.0112034253228939
MTHFD1	0.0112030332320197
ITPR1	0.011202959417668
OVCA2	-0.0112027734517414
GPX2	0.011202184504746
PYGM	0.0112014285813861
ECI2	0.0112003989094932
NPTX1	0.0111999770480751
PRSS12	0.0111997488651215
DGCR8	0.0111992379838472
REEP2	0.011198434838672
SOBP	0.0111965404200279
HAUS6	0.0111953373000459
RBPMS	0.0111951905227809
CD53	0.0111948701691378
KLRD1	-0.0111948527743133
ENAH	0.0111930687013936
NDC1	0.0111921823835355
ACAA2	-0.0111921417511189
MORC1	0.0111907598695805
PIK3CD	0.0111903178757246
MOB3B	0.0111897871755042
LRIG1	0.0111895692860822
FGF8	-0.0111888528150525
PVRL1	0.0111865521511624
BTK	-0.0111859078183697
PRIM2	0.0111850546514638
SLC35F2	0.0111834212175985
CD180	0.0111818102880125
R3HDM4	0.0111810055426613
PLEKHA4	0.0111789667335858
GCN1L1	0.0111784524506302
CXCL6	0.0111772184755752
TOM1L1	0.011176188233195
ARL15	0.0111761707753617
MIR492	-0.0111757851812244
COL11A2	0.0111738382971724
CASK	-0.0111724494001089
BRAP	-0.011171768624623
AAMDC	-0.0111716054120601
HAND1	-0.0111712251891153
AFAP1	-0.0111700429574509
CDH11	0.0111683336595954
FLNA	0.0111675591156158
DOLPP1	0.0111671247799942
MSH3	0.0111663575998169
NTM	0.01116600757099
WDHD1	0.0111645200922932
BPNT1	-0.0111634760473766
VPS45	-0.0111618527393111
AMHR2	-0.0111607659206187
TTPA	0.0111601030993254
BSG	0.0111598585311737
RHOT2	0.0111592021905454
FABP2	-0.0111591702125625
CDKN2B	-0.0111576499410784
PDLIM7	-0.0111574200651958
ST8SIA2	-0.0111570230707429
CTSO	-0.0111562097759118
LIG1	0.0111558706281586
SRPX	0.0111535346104835
MYT1	-0.0111523314952476
PTGIS	0.0111521198980538
ZNF484	0.0111514876553594
CENPM	0.0111514821304379
C12orf29	-0.0111513809941265
APH1B	0.011148073933312
KIAA0141	0.011147752531899
HSPA1L	-0.0111474146995692
SDC1	0.0111471872606373
NPVF	0.0111426136047251
ADAMTS7	0.0111418937561812
IL20RA	0.0111411748944768
FUT2	0.0111401868478006
ACTG2	0.0111379144502526
RBBP4	-0.0111376782540899
KIF16B	-0.0111374651244708
PDE10A	-0.0111373199670355
GRHL2	0.0111365292827777
SLPI	0.011136311578422
MIOS	0.0111359759515042
TNFRSF11A	0.0111354554159472
TP73-AS1	0.0111347017792911
GOSR1	-0.0111330860016067
LSG1	0.0111327899822992
CASP10	-0.0111324853587852
FAM86DP	-0.0111322897148401
LRRC16A	0.011131714365308
ECE2	0.0111313818151929
COX6A1	0.0111305577078816
FAM65A	-0.0111271609259314
MMS19	0.0111269825857147
SHQ1	-0.0111250468698539
TTYH1	0.0111239550598608
HLA-DOB	0.0111233520213789
SFMBT1	0.0111219539531662
FKTN	0.0111214760032703
SCAP	0.0111209304174993
OXCT1	0.0111208803290717
LGALS3BP	0.011120112262621
SLX1A	0.0111200099329285
SMOX	-0.0111192443701958
CAND2	0.0111189077190712
PRMT1	-0.0111187594969289
ZNF143	-0.0111183030857992
VGLL3	0.011117357617535
AHR	0.0111165799503862
MCM7	0.0111161628654714
OSBPL10	0.0111159413693641
BCL11A	0.0111157277551212
HNRNPH1	0.0111139403721639
ABCE1	0.0111139386062789
PPP1R12B	0.0111128961436106
PPT1	0.0111104101664339
CUEDC2	-0.0111092686343429
INTS9	-0.0111071931361748
SLC22A17	0.0111056185449083
FAM117A	0.011104968817105
ACADL	-0.0111048433894421
CDC25C	0.0111032214720463
CABYR	0.0111031056339356
MIEF1	-0.0111028532641434
CDK2AP2	-0.011101078570425
GDF15	0.011098495972116
PRPS2	0.0110983971240712
SLC25A16	0.011097950825423
TRIO	0.0110972984470844
SNORD83B	0.0110967508733589
CSRNP2	-0.0110960862714939
PARP1	0.0110955196044013
DIAPH3	0.0110946590009334
AMPD2	0.0110943876003274
PHC3	0.0110936938256466
EMG1	0.0110892504575279
SEPT4	0.0110886608825209
ZFP69B	0.0110884792404288
CHRM3	0.0110858487909843
FAM206A	-0.0110851234582259
GABRA3	0.0110850885830906
KIF11	-0.0110849373018998
TAF7L	0.0110846531330863
ILF3	0.0110829369754568
PRKDC	0.0110818413221279
WSCD1	0.0110816630777748
EEF1D	0.0110812500151832
