tair_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol_annot	symbol	change	change_labeled
AT1G48170	354.954522241654	0.444127482868682	0.191529932241922	2.31884112143736	0.0204036525997636	0.0258213437090254	PBAC4	PBAC4	Up-regulated	Up-regulated (16804)
AT1G31070	830.592664695078	0.407766594181677	0.176876184152163	2.30537873787962	0.0211453712347389	0.0266940271766907	GLCNA.UT1	GLCNA.UT1	Up-regulated	Up-regulated (16804)
AT1G47640	1593.47235580234	0.667803421358014	0.0889471596516673	7.50786673765919	6.00986363177202e-14	8.64339938052605e-13		AT1G47640	Up-regulated	Up-regulated (16804)
AT1G55380	49.4631796560116	0.829791214380487	0.259027723529141	3.20348417951153	0.00135775499669415	0.0020877560126358		AT1G55380	Up-regulated	Up-regulated (16804)
AT1G53025	168.996990038764	0.734376158100841	0.155520045675923	4.72206753096738	2.33459132862915e-06	6.33864913301405e-06	PFU3	PFU3	Up-regulated	Up-regulated (16804)
AT1G34360	349.533663332614	0.862148871959317	0.132340560027257	6.51462311918394	7.28723899830343e-11	5.20620756016048e-10	AtIF3-1	AtIF3-1	Up-regulated	Up-regulated (16804)
AT1G26180	590.48127138564	0.632732251468307	0.110062225142601	5.74885934432556	8.984752131453e-09	4.09360898002575e-08		AT1G26180	Up-regulated	Up-regulated (16804)
AT1G70920	57.4309789673854	0.247718969972235	0.255004145672688	0.971431147986891	0.331333623985322	0.353735735767054	ATHB18	ATHB18	NotSig	NotSig
AT1G08510	3679.44731759485	0.521037622673109	0.111469883632767	4.674245685854	2.95035974164408e-06	7.82078274771819e-06	FATB	FATB	Up-regulated	Up-regulated (16804)
AT1G20880	417.468768066963	0.546043671740521	0.124015078757523	4.4030425752352	1.06743207936181e-05	2.51391547669386e-05		AT1G20880	Up-regulated	Up-regulated (16804)
AT1G07820	2534.366972	0.464600262411401	0.176125388033095	2.63789489749257	0.0083422432800984	0.011207632011048		AT1G07820	Up-regulated	Up-regulated (16804)
AT1G20060	177.984712021584	0.77787125376528	0.152068019665963	5.11528495915167	3.13267658778551e-07	1.03015559175733e-06		AT1G20060	Up-regulated	Up-regulated (16804)
AT1G26450	403.237450455305	1.02582090525428	0.135622047422711	7.5638211098301	3.91397926404995e-14	5.84244135041858e-13		AT1G26450	Up-regulated	Up-regulated (16804)
AT1G03160	1172.58778386189	0.732971987267654	0.108906663444287	6.73027677174795	1.69340661936325e-11	1.3822968080363e-10	FZL	FZL	Up-regulated	Up-regulated (16804)
AT1G03610	991.504984809841	0.449310161682506	0.100913359790129	4.45243486706756	8.49019982773441e-06	2.0425148886644e-05		AT1G03610	Up-regulated	Up-regulated (16804)
AT1G66330	835.703527281232	0.511771386166077	0.153169480930192	3.34120990068068	0.000834141355758847	0.00133598302697593		AT1G66330	Up-regulated	Up-regulated (16804)
AT1G08030	575.573837152039	0.526368181487998	0.147479739943131	3.56908807739265	0.000358225986711785	0.000614290229243687	AQC1	AQC1	Up-regulated	Up-regulated (16804)
AT1G19670	412.122830625813	0.731451507638977	0.125235384757795	5.84061372952701	5.20088660823027e-09	2.4736218703334e-08	ATCLH1	ATCLH1	Up-regulated	Up-regulated (16804)
AT1G23000	276.82116112201	0.448009389477173	0.136268756551997	3.28768971562622	0.00101013103529642	0.00159036620563275	AtHMP05	AtHMP05	Up-regulated	Up-regulated (16804)
AT1G14700	767.369243154094	0.632360331815215	0.0997338915420397	6.34047586069238	2.29056562097115e-10	1.45144752219954e-09	ATPAP3	ATPAP3	Up-regulated	Up-regulated (16804)
AT1G31170	823.323194245253	0.216551979746097	0.169470137277416	1.27781792842717	0.201313631381232	0.2213995903065	ATSRX	ATSRX	NotSig	NotSig
AT1G27660	143.334548216659	0.444386629999365	0.193250519485887	2.2995365351751	0.0214744912132249	0.0270815633734515	PFA5	PFA5	Up-regulated	Up-regulated (16804)
AT1G19050	238.82733789351	0.359406294668703	0.149534264545575	2.403504613213	0.0162387621239767	0.0208494670114127	ARR7	ARR7	Up-regulated	Up-regulated (16804)
AT1G63690	2626.14452522506	0.615642347829243	0.102510698962435	6.00563993866479	1.90578706402672e-09	9.95422572590338e-09	ATSPPL2	ATSPPL2	Up-regulated	Up-regulated (16804)
AT1G44790	819.752729021366	1.11368587407271	0.104822911714015	10.6244508558505	2.29358048973241e-26	3.4038064079507e-24		AT1G44790	Up-regulated	Up-regulated (16804)
AT1G18830	11.746981239031	0.324453345571267	0.53087293305314	0.611169500967549	0.541087372236899	0.563197264861338	SEC31A	SEC31A	NotSig	NotSig
AT1G18860	143.227676729906	0.726571278089968	0.17373226085602	4.18213217573973	2.88787990245014e-05	6.19955769414874e-05	ATWRKY61	ATWRKY61	Up-regulated	Up-regulated (16804)
AT1G32530	898.820575452587	0.733507321954303	0.130345851433433	5.62739292342495	1.82953659635199e-08	7.80764940472779e-08	PIR2	PIR2	Up-regulated	Up-regulated (16804)
AT1G78940	37.0055807189473	0.309424725390838	0.28929197774955	1.06959317640919	0.284802467950697	0.306680400842856		AT1G78940	NotSig	NotSig
AT1G67650	98.7428544888325	0.344423628795877	0.198229233337732	1.73750169435941	0.0822986552082752	0.0955160636215276		AT1G67650	NotSig	NotSig
AT1G55240	58.3045514789621	0.84293471427931	0.256234635282605	3.28969857392474	0.00100294760132416	0.00158014977114538		AT1G55240	Up-regulated	Up-regulated (16804)
AT1G80960	133.512441814203	0.268356296278047	0.170354227969593	1.5752840388907	0.115190896491295	0.13072756068612		AT1G80960	NotSig	NotSig
AT1G46264	262.829627125414	0.688822243238629	0.148860112086605	4.62731240480244	3.70441515776394e-06	9.61795416214572e-06	AT-HSFB4	AT-HSFB4	Up-regulated	Up-regulated (16804)
AT1G25460	35.9100259614426	1.41080460686475	0.342726177071507	4.11641917439646	3.8480418788889e-05	8.05971545097614e-05		AT1G25460	Up-regulated	Up-regulated (16804)
AT1G75750	17367.0293264422	0.510200101742896	0.134359477420874	3.79727661596004	0.000146294509731797	0.000271134080614434	GASA1	GASA1	Up-regulated	Up-regulated (16804)
AT1G51720	884.118452513252	0.632697085687261	0.105988395743703	5.96949393608356	2.37990605976901e-09	1.21321009428273e-08		AT1G51720	Up-regulated	Up-regulated (16804)
AT1G54890	310.87206323329	1.15617065152777	0.137920904291556	8.38285289287043	5.16600245768028e-17	1.47353384865309e-15		AT1G54890	Up-regulated	Up-regulated (16804)
AT1G24240	462.339128833952	0.576993400269526	0.137871204307418	4.18501748184471	2.85144155727405e-05	6.12904314577796e-05		AT1G24240	Up-regulated	Up-regulated (16804)
AT1G78050	219.450335666802	0.772235306413333	0.151754979753149	5.08869829292907	3.60529669186599e-07	1.17190967475261e-06	PGM	PGM	Up-regulated	Up-regulated (16804)
AT1G12970	367.57273347251	0.638785379533282	0.153439694883398	4.16310381755326	3.13950533609764e-05	6.69064196496147e-05	PIRL3	PIRL3	Up-regulated	Up-regulated (16804)
AT1G42960	4435.26096841948	0.468330509775178	0.0933415201144699	5.01738678779645	5.23790482627687e-07	1.63899604036899e-06	CTI1	CTI1	Up-regulated	Up-regulated (16804)
AT1G13160	635.258672191903	0.737944709219611	0.12762163776877	5.78228521527558	7.36926269262392e-09	3.41376385308613e-08		AT1G13160	Up-regulated	Up-regulated (16804)
AT1G14690	905.173502747613	0.649574347537817	0.128624412030379	5.05016378527272	4.41431414677976e-07	1.40578454433154e-06	MAP65-7	MAP65-7	Up-regulated	Up-regulated (16804)
AT1G73950	468.830382926446	0.631137914302026	0.153428356829924	4.11356757865592	3.89590919869676e-05	8.14997143915318e-05		AT1G73950	Up-regulated	Up-regulated (16804)
AT1G67970	284.223906223978	0.411916344266122	0.163984093009931	2.51192866762495	0.012007335675387	0.0157302011534527	AT-HSFA8	AT-HSFA8	Up-regulated	Up-regulated (16804)
AT1G02860	560.905557214479	0.537667095645079	0.143606354735359	3.74403414553559	0.000181089027167387	0.000329633212726699	BAH1	BAH1	Up-regulated	Up-regulated (16804)
AT1G77720	250.437906750261	0.820233380563057	0.149940847772836	5.4703797713998	4.49072259331395e-08	1.76289052541824e-07	PPK1	PPK1	Up-regulated	Up-regulated (16804)
AT1G55830	349.784283080146	0.571260073382223	0.166964774241968	3.4214406959539	0.000622903080855833	0.00102162689964983		AT1G55830	Up-regulated	Up-regulated (16804)
AT1G79180	58.2376844651008	0.679690484164273	0.23229490426682	2.92598103393418	0.00343371870141364	0.00491869336259015	ATMYB63	ATMYB63	Up-regulated	Up-regulated (16804)
AT1G01620	23230.9520835542	0.745202639146604	0.0998695055655267	7.46176357764843	8.53719729983633e-14	1.18127935303082e-12	PIP1;3	PIP1;3	Up-regulated	Up-regulated (16804)
AT1G72020	4688.58859654346	0.527364063033707	0.1063098639179	4.96063153124695	7.02643642093383e-07	2.1399006674407e-06		AT1G72020	Up-regulated	Up-regulated (16804)
AT1G01290	311.224092371122	0.244237781392616	0.193010260394129	1.26541345985379	0.205723152716552	0.225982094380766	CNX3	CNX3	NotSig	NotSig
AT1G29025	399.010869568901	0.503508245303386	0.145133135700518	3.46928523850249	0.000521845094007854	0.000868116930004131		AT1G29025	Up-regulated	Up-regulated (16804)
AT1G51580	745.049909337914	0.834586859522202	0.105209306443729	7.93263341174651	2.14547038557835e-15	4.18070727846286e-14	AtKH4	AtKH4	Up-regulated	Up-regulated (16804)
AT1G06230	1580.86887181194	0.72065958960269	0.116954975614138	6.16185490030209	7.18977183718604e-10	4.11188291610081e-09	GTE4	GTE4	Up-regulated	Up-regulated (16804)
AT1G73160	36.3657034736171	0.851377480407436	0.315134368681131	2.70163322385475	0.00689998312424277	0.00939759622161947		AT1G73160	Up-regulated	Up-regulated (16804)
AT1G03630	4131.85948071736	0.869379343577132	0.107607750752146	8.07915171073116	6.52188493562272e-16	1.4377632236981e-14	POR	POR	Up-regulated	Up-regulated (16804)
AT1G76670	1865.16469547294	0.60802707354494	0.102716454606189	5.91947099299807	3.22978795068289e-09	1.6008242311226e-08	URGT1	URGT1	Up-regulated	Up-regulated (16804)
AT1G68990	551.041706785892	0.765163278167608	0.113655062787361	6.73232902610917	1.66968535289645e-11	1.36507608891494e-10	MGP3	MGP3	Up-regulated	Up-regulated (16804)
AT1G72840	349.790389129576	1.40283278443565	0.130422720233423	10.7560460472297	5.55006991307801e-27	8.81127378448354e-25	TNL40	TNL40	Up-regulated	Up-regulated (16804)
AT1G76790	1211.89815410164	0.581901122867661	0.161610913217823	3.60063012627965	0.000317446903392036	0.000549515052106238	IGMT5	IGMT5	Up-regulated	Up-regulated (16804)
AT1G80560	1888.31666076509	0.546412321842846	0.123067125245269	4.43995356805373	8.99782887694869e-06	2.15375801075163e-05	ATIMD2	ATIMD2	Up-regulated	Up-regulated (16804)
AT1G22940	536.865035856236	0.656430472082138	0.120481803410546	5.44837853933287	5.08310853181155e-08	1.97574611371229e-07	TH-1	TH-1	Up-regulated	Up-regulated (16804)
AT1G45201	1274.27321234805	0.0171992362522846	0.111080183058831	0.154836225316405	0.876950431912741	0.88485711413376	ATTLL1	ATTLL1	NotSig	NotSig
AT1G60030	20.4022338948873	1.25030385043049	0.411949324161525	3.03509139862128	0.00240462803727736	0.00353860617973992	ATNAT7	ATNAT7	Up-regulated	Up-regulated (16804)
AT1G74790	1294.62989790156	0.391539916916241	0.101390348355212	3.86170797583728	0.000112597103953497	0.000213298428447797		AT1G74790	Up-regulated	Up-regulated (16804)
AT1G09390	400.535230527611	0.63752218876345	0.12616920188813	5.05291449278343	4.35118728714905e-07	1.38818015950577e-06		AT1G09390	Up-regulated	Up-regulated (16804)
AT1G80860	557.985043205372	0.749603989160125	0.114624479511093	6.53965010229406	6.16629264635269e-11	4.47345637255767e-10	ATPLMT	ATPLMT	Up-regulated	Up-regulated (16804)
AT1G61180	667.954054631167	0.493348189000541	0.144451304385082	3.41532526203684	0.000637058891803298	0.00104325652519843	UNI	UNI	Up-regulated	Up-regulated (16804)
AT1G04200	751.638147372553	0.674207669760155	0.132292007037898	5.09635982442243	3.46246726897123e-07	1.12754539145382e-06		AT1G04200	Up-regulated	Up-regulated (16804)
AT1G03770	224.207743811317	0.651573545030526	0.141536969568613	4.60355726858109	4.153349170064e-06	1.06851813398796e-05	ATRING1B	ATRING1B	Up-regulated	Up-regulated (16804)
AT1G74280	213.358719757501	0.720748029230363	0.148350909145091	4.85839981287512	1.18338262805948e-06	3.43184313546561e-06		AT1G74280	Up-regulated	Up-regulated (16804)
AT1G65590	1270.14909288568	0.728670351138011	0.101827329421528	7.15594089796442	8.31009431541986e-13	9.11085286829758e-12	ATHEX1	ATHEX1	Up-regulated	Up-regulated (16804)
AT1G72390	662.31429578727	0.837022052795223	0.115622045364594	7.23929463586133	4.51024255127882e-13	5.2039305605741e-12	PHL	PHL	Up-regulated	Up-regulated (16804)
AT1G53760	390.990458570454	0.53811223470437	0.120330265833135	4.47196082364336	7.75056285724663e-06	1.88027993009867e-05		AT1G53760	Up-regulated	Up-regulated (16804)
AT1G67710	319.613293597926	1.05568871269312	0.126099933397047	8.37184195307306	5.6724491449688e-17	1.59796091456618e-15	ARR11	ARR11	Up-regulated	Up-regulated (16804)
AT1G55340	982.229341183486	0.227983450887954	0.155942010582381	1.46197583343018	0.143747832383186	0.161003861482507		AT1G55340	NotSig	NotSig
AT1G62740	1420.70002925162	0.787901546043695	0.101833713709572	7.73713849119535	1.01679283977855e-14	1.7068784720217e-13	Hop2	Hop2	Up-regulated	Up-regulated (16804)
AT1G56260	79.7374342159502	0.26317941836821	0.21426875356414	1.22826783649268	0.219346440723366	0.240251102043776	MDO1	MDO1	NotSig	NotSig
AT1G25682	772.321837836378	0.545463791111474	0.133098487020888	4.09819678134937	4.16381231539604e-05	8.65295547633799e-05	CWC16a	CWC16a	Up-regulated	Up-regulated (16804)
AT1G75490	50.9560288313358	0.591214933214419	0.250026951367415	2.36460481552498	0.0180493191039069	0.0230211157282191		AT1G75490	Up-regulated	Up-regulated (16804)
AT1G07840	423.810446990715	0.588213999852951	0.124851669304006	4.71130264522686	2.46138386766567e-06	6.63934375099345e-06		AT1G07840	Up-regulated	Up-regulated (16804)
AT1G77890	242.557977722632	0.541218708535771	0.151546608930483	3.57130200639486	0.000355211020049601	0.000609579494772568	ATG14a	ATG14a	Up-regulated	Up-regulated (16804)
AT1G51860	544.895229640186	0.717494919440175	0.116607266883158	6.15308924236352	7.59880170593111e-10	4.32342294736807e-09		AT1G51860	Up-regulated	Up-regulated (16804)
AT1G50260	446.270692408095	0.50678961541003	0.157688905818849	3.21385713711669	0.00130964817006301	0.00201893824033801	NTMC2T5.1	NTMC2T5.1	Up-regulated	Up-regulated (16804)
AT1G51870	36.302374421216	0.8112027884677	0.305558216046647	2.6548223738283	0.00793501793586189	0.0106963185234287		AT1G51870	Up-regulated	Up-regulated (16804)
AT1G62990	322.571935662816	0.565553716804913	0.137848327547951	4.10272454417833	4.08313263452203e-05	8.50687246744772e-05	IRX11	IRX11	Up-regulated	Up-regulated (16804)
AT1G62560	156.36522512005	1.08930085566714	0.188692937191513	5.77287561410714	7.79299706697275e-09	3.5954174348187e-08	FMO	FMO	Up-regulated	Up-regulated (16804)
AT1G35330	50.0568208931571	0.851961265555877	0.256798281690443	3.31762837331939	0.000907851862798444	0.00144331673265891	ATL34	ATL34	Up-regulated	Up-regulated (16804)
AT1G26630	21904.7812771228	0.664124232472449	0.084104616059375	7.89640644698503	2.87059539070126e-15	5.48412253745913e-14	ATELF5A-2	ATELF5A-2	Up-regulated	Up-regulated (16804)
AT1G09500	10.2850190451257	0.0906318573621935	0.520606996935464	0.174088819197004	0.861795660016622	0.87042339187949		AT1G09500	NotSig	NotSig
AT1G06510	388.718177559989	0.603039098572537	0.136396869589104	4.42120922854896	9.81500771930107e-06	2.33002617469904e-05		AT1G06510	Up-regulated	Up-regulated (16804)
AT1G19270	423.810352607309	0.435391723129784	0.144648464035767	3.00999893799167	0.00261248603221099	0.00381896601996296	DA1	DA1	Up-regulated	Up-regulated (16804)
AT1G14350	499.89876905561	0.696626416449454	0.130013573110109	5.35810530997007	8.40992187334703e-08	3.1083775485679e-07	AtMYB124	AtMYB124	Up-regulated	Up-regulated (16804)
AT1G10380	336.402160941237	1.21523319124763	0.128261669126312	9.47464039354475	2.67681111086078e-21	1.78570330783156e-19		AT1G10380	Up-regulated	Up-regulated (16804)
AT1G26170	708.581687282614	0.613878684441961	0.114964590208578	5.3397196765388	9.30904086098298e-08	3.40505727510147e-07	IMB5	IMB5	Up-regulated	Up-regulated (16804)
AT1G77930	1155.67431731743	0.274474393403066	0.174142789345696	1.57614561265697	0.114992249216242	0.130516585233243	DJC65	DJC65	NotSig	NotSig
AT1G60900	2250.61904196245	0.603745729052506	0.0886356995810154	6.81154130792036	9.65585622955856e-12	8.33341490018371e-11	ATU2AF65B	ATU2AF65B	Up-regulated	Up-regulated (16804)
AT1G74170	405.323041455406	0.480772262531056	0.131653732713085	3.65179363033184	0.000260415119945858	0.000458821463900985	AtRLP13	AtRLP13	Up-regulated	Up-regulated (16804)
AT1G51890	378.246619766349	0.358385699734806	0.13251295203974	2.70453336234881	0.00684004007188129	0.00932463693484183		AT1G51890	Up-regulated	Up-regulated (16804)
AT1G72990	282.311026038148	0.504747157923553	0.131643982375165	3.83418329358271	0.000125982175761733	0.000236404156093119	BGAL17	BGAL17	Up-regulated	Up-regulated (16804)
AT1G75770	112.405684493957	0.705763555137836	0.234321288418203	3.01194808163665	0.00259576989447263	0.00379669814589341		AT1G75770	Up-regulated	Up-regulated (16804)
AT1G26530	36.2878070158708	0.292214202421986	0.313620439473245	0.931744764189436	0.351468446456254	0.374256422992985		AT1G26530	NotSig	NotSig
AT1G73540	238.651748530095	0.0508761436484885	0.147501214871277	0.344920166880576	0.730154388962615	0.746632808366006	atnudt21	atnudt21	NotSig	NotSig
AT1G63300	374.776323040058	0.715454370667495	0.135792485858314	5.26873314193541	1.37368493493052e-07	4.86984030939538e-07		AT1G63300	Up-regulated	Up-regulated (16804)
AT1G46768	124.575995315263	0.610783485887489	0.194966193524686	3.13276612137455	0.00173167366197642	0.002613581000081	RAP2.1	RAP2.1	Up-regulated	Up-regulated (16804)
AT1G73660	1127.8504669707	0.754867384888935	0.114499810576463	6.59273915902977	4.31784821197485e-11	3.24989089971499e-10	M3Kdelta6	M3Kdelta6	Up-regulated	Up-regulated (16804)
AT1G19310	689.429900702517	0.464683389386345	0.115068931562254	4.03830454561006	5.38389264212616e-05	0.000109311114613605		AT1G19310	Up-regulated	Up-regulated (16804)
AT1G33990	1619.77065626731	0.504672630714957	0.154441800137821	3.26772046340173	0.00108417390033846	0.00169469405273482	ATMES14	ATMES14	Up-regulated	Up-regulated (16804)
AT1G02640	2753.26592278269	0.637974691516591	0.0969618917508142	6.5796436104624	4.71577233975039e-11	3.52221070452545e-10	ATBXL2	ATBXL2	Up-regulated	Up-regulated (16804)
AT1G29830	32.5616408617052	1.11014115825913	0.328307769218034	3.38140386047906	0.000721164637687213	0.00116939444020856		AT1G29830	Up-regulated	Up-regulated (16804)
AT1G02630	10.8918971087557	1.80552404324081	0.552902341644449	3.2655387891301	0.00109256040547988	0.0017065006943432		AT1G02630	Up-regulated	Up-regulated (16804)
AT1G67680	1888.82271893239	0.705802098231336	0.109178277071972	6.46467518228067	1.01516630810124e-10	7.01930037699295e-10		AT1G67680	Up-regulated	Up-regulated (16804)
AT1G28120	1054.99085188769	0.609143837143682	0.116758921460478	5.21710743405482	1.81738858832389e-07	6.27023556079403e-07	OTU1	OTU1	Up-regulated	Up-regulated (16804)
AT1G74040	1326.87706483662	0.539411767787378	0.133876443335391	4.02917611454637	5.5972674847047e-05	0.000113317554455074	IMS1	IMS1	Up-regulated	Up-regulated (16804)
AT1G28230	106.523959890836	0.654317027678327	0.204898875253124	3.19336563887922	0.00140624762527073	0.00215616915217073	ATPUP1	ATPUP1	Up-regulated	Up-regulated (16804)
AT1G64390	1398.70855712716	1.340018667347	0.112568930066927	11.903983333148	1.12830036186867e-32	3.66787165255084e-30	AtGH9C2	AtGH9C2	Up-regulated	Up-regulated (16804)
AT1G61190	1106.87247487811	0.707705199525393	0.139999190059001	5.05506638450652	4.30241088256991e-07	1.37634137574245e-06		AT1G61190	Up-regulated	Up-regulated (16804)
AT1G26690	560.80424264337	0.514329295530364	0.119140513272058	4.31699747973966	1.5816596359445e-05	3.5828325787129e-05		AT1G26690	Up-regulated	Up-regulated (16804)
AT1G03280	1442.27806896621	0.531408772076003	0.140203206727733	3.79027544717982	0.000150480319145852	0.000278219457985651		AT1G03280	Up-regulated	Up-regulated (16804)
AT1G65250	40.3501080888575	0.0363691320786507	0.289229117447131	0.125745057757882	0.899933733981184	0.906350768228898	ZRK14	ZRK14	NotSig	NotSig
AT1G71270	1213.55417806457	0.551547112685451	0.138475506451001	3.9829940097068	6.80524715376926e-05	0.000135246445132649	ATVPS52	ATVPS52	Up-regulated	Up-regulated (16804)
AT1G64090	2702.95922969285	0.372891020532671	0.100052106922641	3.72696819689148	0.000193796901020497	0.000350862847675015	RTN3	RTN3	Up-regulated	Up-regulated (16804)
AT1G08670	153.053420654184	0.233291838769273	0.216544309817706	1.07733996319583	0.281328414897406	0.303242417742046		AT1G08670	NotSig	NotSig
AT1G51520	61.1504039318153	0.277797203588613	0.238084038530488	1.16680313935888	0.243289878929035	0.26463653709723		AT1G51520	NotSig	NotSig
AT1G16470	2015.43889253144	0.560042722143369	0.11411905471991	4.90753032890009	9.2230396519868e-07	2.73196199121622e-06	PAB1	PAB1	Up-regulated	Up-regulated (16804)
AT1G65910	19.8323542280126	0.982120391789514	0.387434264003858	2.53493426637076	0.0112468428203014	0.014802091186927	anac028	anac028	Up-regulated	Up-regulated (16804)
AT1G47271	17.2398067408387	0.770374256898221	0.441446330444451	1.74511419343457	0.0809649934138191	0.0940748363278688		AT1G47271	NotSig	NotSig
AT1G35580	8878.05519184796	0.592093226703681	0.125024087513643	4.73583321805145	2.18156942048863e-06	5.96509235401964e-06	A/N-InvG	A/N-InvG	Up-regulated	Up-regulated (16804)
AT1G65580	1430.79867533295	0.733524239813002	0.092373828842784	7.94082316390096	2.00843845619562e-15	3.9399252474029e-14	FRA3	FRA3	Up-regulated	Up-regulated (16804)
AT1G50140	1084.34700946746	0.566779025721776	0.142306136382946	3.98281507830817	6.81037464773603e-05	0.000135322084782802		AT1G50140	Up-regulated	Up-regulated (16804)
AT1G08410	440.048311717067	0.840873249746827	0.118303171525801	7.10778281682363	1.17921924807096e-12	1.24679453797074e-11	DIG6	DIG6	Up-regulated	Up-regulated (16804)
AT1G11530	1241.80788273418	0.263633382855142	0.202616073939958	1.30114742492378	0.193207997231779	0.212913365148054	ATCXXS1	ATCXXS1	NotSig	NotSig
AT1G75130	540.439950432948	0.585314956628447	0.168116386619933	3.48160562094217	0.000498417172772094	0.000832796255068328	CYP721A1	CYP721A1	Up-regulated	Up-regulated (16804)
AT1G22550	724.636615519074	0.933937321442717	0.114546823597199	8.15332361137211	3.54056521129763e-16	8.24923498604954e-15	NPF5.16	NPF5.16	Up-regulated	Up-regulated (16804)
AT1G54095	36.7988823478004	0.33948225341144	0.334353694744407	1.01533872287834	0.309944391866991	0.332130199379556		AT1G54095	NotSig	NotSig
AT1G31120	1034.59586163866	0.741034984957665	0.102830757391763	7.2063554111002	5.74692848730379e-13	6.52741788962624e-12	KUP10	KUP10	Up-regulated	Up-regulated (16804)
AT1G03150	618.534825964579	0.269890174534959	0.15755743211384	1.71296378034363	0.0867192031742745	0.100243228594522	NAA20	NAA20	NotSig	NotSig
AT1G27980	777.421709416086	0.453461970569873	0.11221321254677	4.04107466739597	5.32068126914812e-05	0.000108167115735709	ATDPL1	ATDPL1	Up-regulated	Up-regulated (16804)
AT1G52220	8998.04222606164	0.396611872413079	0.148582399010263	2.6693058872046	0.00760081934438937	0.0102830479702137	CURT1C	CURT1C	Up-regulated	Up-regulated (16804)
AT1G56440	241.284990577443	0.448919816451258	0.146651893065977	3.06112527472997	0.00220506813648064	0.00326794959368431	SPAG	SPAG	Up-regulated	Up-regulated (16804)
AT1G04540	47.0221005094623	0.731361811130462	0.254664512910646	2.87186386030579	0.0040805871744785	0.00577263420137596		AT1G04540	Up-regulated	Up-regulated (16804)
AT1G64280	877.901982655069	0.738391258355646	0.100363040565219	7.35720295237382	1.87803710077329e-13	2.40238599774123e-12	ATNPR1	ATNPR1	Up-regulated	Up-regulated (16804)
AT1G22910	827.449956621613	0.918939390767474	0.174786487444634	5.2574967561984	1.46029469492452e-07	5.14293031068279e-07		AT1G22910	Up-regulated	Up-regulated (16804)
AT1G77850	271.464670958761	0.537423562125642	0.14235288012249	3.77529110519721	0.0001598209105363	0.000293844352974543	ARF17	ARF17	Up-regulated	Up-regulated (16804)
AT1G35510	642.170971449701	0.62326332086805	0.112382275679069	5.5459218733736	2.92409378528143e-08	1.19388837166195e-07		AT1G35510	Up-regulated	Up-regulated (16804)
AT1G49510	692.843273602993	0.403952758510294	0.127321435177083	3.17270032299324	0.00151028327867606	0.00230378381850779	DPG1	DPG1	Up-regulated	Up-regulated (16804)
AT1G26930	481.145226018761	0.569823255141968	0.172935980522604	3.29499537007851	0.000984233014287563	0.00155377261486235		AT1G26930	Up-regulated	Up-regulated (16804)
AT1G24460	1046.75320451459	0.770836413486899	0.100279082478119	7.68691131228789	1.5072954197587e-14	2.44801032487376e-13	TNO1	TNO1	Up-regulated	Up-regulated (16804)
AT1G06430	1664.03932428889	0.646207130684062	0.135875625401405	4.75587235587715	1.97591293909439e-06	5.45520315349866e-06	FTSH8	FTSH8	Up-regulated	Up-regulated (16804)
AT1G70000	167.53637697392	0.814991870993706	0.163993137878574	4.96967056997928	6.70667499467797e-07	2.05095869629692e-06	MYBD	MYBD	Up-regulated	Up-regulated (16804)
AT1G76260	461.778847136718	0.654225134390656	0.120453844105155	5.43133462656058	5.59341360794386e-08	2.149753959289e-07	DWA2	DWA2	Up-regulated	Up-regulated (16804)
AT1G05805	1445.23370929309	0.738061316779533	0.119783591261494	6.16162288178775	7.20031638015762e-10	4.11676380417722e-09	AKS2	AKS2	Up-regulated	Up-regulated (16804)
AT1G16890	2491.05550524194	0.404250966174508	0.110755044460058	3.64995534194647	0.000262285905301306	0.000461875781648388	AtUBC36	AtUBC36	Up-regulated	Up-regulated (16804)
AT1G77390	57.1436824001795	0.344730258914108	0.245635596021432	1.40342142791076	0.16049120691521	0.178604570864724	CYCA1	CYCA1	NotSig	NotSig
AT1G20970	3124.97718845903	0.854632002191412	0.103771495357627	8.23571057973193	1.78494977873191e-16	4.45802091078409e-15		AT1G20970	Up-regulated	Up-regulated (16804)
AT1G02700	23.4032532330614	0.263124167248565	0.352891705085631	0.745622987042771	0.455895192887137	0.478855962166815		AT1G02700	NotSig	NotSig
AT1G70340	145.602438684635	0.901385185343801	0.193389912681479	4.66097312339357	3.14717823056246e-06	8.30167570349293e-06	CORD5	CORD5	Up-regulated	Up-regulated (16804)
AT1G09950	14.594325835961	0.585670286796387	0.447879522359171	1.3076514052516	0.190991572726497	0.210556462800164	RAS1	RAS1	NotSig	NotSig
AT1G77860	13.4657401468875	0.582169542830781	0.499527385618018	1.16544069372797	0.243840653244746	0.265207465663962	KOM	KOM	NotSig	NotSig
AT1G21160	818.506869394053	0.420829338287679	0.158597105599871	2.65344904433125	0.00796737991665617	0.0107364087835977		AT1G21160	Up-regulated	Up-regulated (16804)
AT1G06360	767.380985125048	0.446832998000833	0.115225329267406	3.87790601981146	0.000105359399467583	0.000200703237010148	ADS4.2	ADS4.2	Up-regulated	Up-regulated (16804)
AT1G43890	2081.66010606831	0.265130277235399	0.178050415586854	1.48907418363237	0.136467835126888	0.153361570643034	ATRAB-C1	ATRAB-C1	NotSig	NotSig
