tair_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol_annot	symbol	change	change_labeled
AT1G78930	95.5570692645406	0.786775965447606	0.226933723141717	3.46698566680755	0.000526329954919805	0.000875080165348076	mTERF16	mTERF16	Up-regulated	Up-regulated (16804)
AT1G71695	5701.30246024797	0.675891595174513	0.0869172696696619	7.77626354052893	7.4698010183861e-15	1.29755322185367e-13		AT1G71695	Up-regulated	Up-regulated (16804)
AT1G56250	13.1674494595843	0.107392643132675	0.479338176863385	0.224043584083816	0.822723389915905	0.833879789442628	AtPP2-B14	AtPP2-B14	NotSig	NotSig
AT1G69810	467.729339058164	0.976180692911519	0.166346401002527	5.86836076421448	4.40124777969567e-09	2.11888938712194e-08	ATWRKY36	ATWRKY36	Up-regulated	Up-regulated (16804)
AT1G72450	335.452149744358	0.630665055835975	0.12987436937854	4.85596241085721	1.19803428376211e-06	3.47236656261646e-06	JAZ6	JAZ6	Up-regulated	Up-regulated (16804)
AT1G76280	355.532287813156	0.537622556365862	0.131373278834178	4.09232806805757	4.27063870508821e-05	8.84957634891535e-05		AT1G76280	Up-regulated	Up-regulated (16804)
AT1G15210	1255.58883288725	0.923273695074872	0.101408495744644	9.10450044934855	8.66643414346369e-20	4.41513858851086e-18	ABCG35	ABCG35	Up-regulated	Up-regulated (16804)
AT1G15250	625.786895865667	0.735401520140037	0.176844262822325	4.15846976545059	3.20386628175092e-05	6.81787005925382e-05	RPL37A	RPL37A	Up-regulated	Up-regulated (16804)
AT1G79700	1400.31120755278	0.374004971465099	0.128191164124257	2.91755655719433	0.00352785663943229	0.0050436651989929	WRI4	WRI4	Up-regulated	Up-regulated (16804)
AT1G73360	71.6186512603286	0.283012994042155	0.212277910393561	1.33321923848531	0.182459867707587	0.201675224673547	AtEDT1	AtEDT1	NotSig	NotSig
AT1G16360	26.2817707542272	1.28626184433368	0.414481125713531	3.10330619306097	0.00191371531814639	0.0028681221892161		AT1G16360	Up-regulated	Up-regulated (16804)
AT1G26670	2277.71110743411	0.514823196253007	0.0994683270166711	5.17575002710884	2.26997213702394e-07	7.68922086772249e-07	ATVTI12	ATVTI12	Up-regulated	Up-regulated (16804)
AT1G52200	1986.22184622889	0.414391320403639	0.143370148082136	2.89035985487185	0.00384801062394316	0.0054689283538068		AT1G52200	Up-regulated	Up-regulated (16804)
AT1G69460	2194.27684612324	0.250542932622905	0.165631600718393	1.51265176171834	0.130368138679473	0.146893677385322		AT1G69460	NotSig	NotSig
AT1G04310	274.252301323916	0.708406719397792	0.135317405634086	5.23514854632527	1.64852226889449e-07	5.73301682237378e-07	ERS2	ERS2	Up-regulated	Up-regulated (16804)
AT1G75550	81.3423312379242	0.220743364045044	0.203833161998108	1.08296099555721	0.278825736095343	0.300734731158238		AT1G75550	NotSig	NotSig
AT1G71890	22.2247645417533	1.02715014829476	0.379357095331229	2.70760758381998	0.00677701016018082	0.00925041109574134	ATSUC5	ATSUC5	Up-regulated	Up-regulated (16804)
AT1G05430	772.885219399702	0.715920608064194	0.119171126982069	6.00750052629707	1.88405195383067e-09	9.86081881279126e-09		AT1G05430	Up-regulated	Up-regulated (16804)
AT1G80870	615.491646227741	0.679049615059078	0.156213186217341	4.34694171152945	1.38048886276755e-05	3.16813221755709e-05		AT1G80870	Up-regulated	Up-regulated (16804)
AT1G75310	928.423341817602	0.654321678745155	0.111829150525223	5.8510833326734	4.88381438336368e-09	2.33256806369609e-08	AUL1	AUL1	Up-regulated	Up-regulated (16804)
AT1G02010	251.319644939107	0.440591680025196	0.142113158562946	3.10028771776293	0.00193332742081185	0.00289518467228918	SEC1A	SEC1A	Up-regulated	Up-regulated (16804)
AT1G47900	711.884828869457	0.64395966448096	0.129572117963173	4.96989379045256	6.69895864385021e-07	2.04921094885814e-06		AT1G47900	Up-regulated	Up-regulated (16804)
AT1G26760	155.834975432604	0.763836750785482	0.172605461525753	4.4253336136268	9.62933523803001e-06	2.29046208681597e-05	ATXR1	ATXR1	Up-regulated	Up-regulated (16804)
AT1G24575	63.309550539105	1.28947175565032	0.244002994905966	5.28465544509918	1.25941570357499e-07	4.49195987621314e-07		AT1G24575	Up-regulated	Up-regulated (16804)
AT1G12790	151.549117537246	0.594250988240866	0.164054537417234	3.62227706466618	0.000292021100239823	0.000509289971294522		AT1G12790	Up-regulated	Up-regulated (16804)
AT1G04850	3385.97636435502	0.60850639485709	0.169895291914338	3.58165543023937	0.000341423913470699	0.000587988710719804		AT1G04850	Up-regulated	Up-regulated (16804)
AT1G31760	144.603442990922	0.291193029098058	0.171945571328577	1.69351863411246	0.0903567910101471	0.104177620891055	SWIB5	SWIB5	NotSig	NotSig
AT1G33250	832.854053461562	0.56511946260202	0.111285931644875	5.07808538104685	3.81257366904171e-07	1.23215257601348e-06		AT1G33250	Up-regulated	Up-regulated (16804)
AT1G74000	69.7175660373892	0.741426750756275	0.223745479420053	3.31370605867904	0.000920682396014698	0.00146201251999543	SS3	SS3	Up-regulated	Up-regulated (16804)
AT1G55580	97.9365410455353	1.24093341670989	0.203909004931019	6.08572150665779	1.15967869624071e-09	6.32159161538719e-09	LAS	LAS	Up-regulated	Up-regulated (16804)
AT1G19715	1525.27754242123	0.775745540400941	0.103479798274027	7.49658922166307	6.54998375814609e-14	9.32200607135733e-13		AT1G19715	Up-regulated	Up-regulated (16804)
AT1G69430	15.779210077897	-0.0662355945017507	0.430787093747212	-0.153754825674091	0.877803054069588	0.885630156527177		AT1G69430	NotSig	NotSig
AT1G53340	93.8872488551962	0.913932401061102	0.193746536718139	4.71715477624605	2.39165745496839e-06	6.47556116839669e-06		AT1G53340	Up-regulated	Up-regulated (16804)
AT1G29890	798.836939170185	0.831177343766008	0.113235943778058	7.34022533865315	2.13234536704786e-13	2.67752502251013e-12	RWA4	RWA4	Up-regulated	Up-regulated (16804)
AT1G80290	326.05355437007	0.641099412328117	0.137560417082611	4.66049337392679	3.15452316542198e-06	8.31890734327094e-06		AT1G80290	Up-regulated	Up-regulated (16804)
AT1G56540	69.0624553014663	0.295926746192972	0.252565019096856	1.17168540303472	0.241323385621919	0.262650950605139		AT1G56540	NotSig	NotSig
AT1G48650	1023.38826715009	0.774959332332709	0.129867407648089	5.96731194044213	2.41194027077658e-09	1.22754812985846e-08		AT1G48650	Up-regulated	Up-regulated (16804)
AT1G07030	628.437909321178	0.406966489105626	0.165507372851871	2.458902477232	0.0139362468858694	0.0180859474192133	MIT2	MIT2	Up-regulated	Up-regulated (16804)
AT1G10120	633.92177430526	0.55847773322328	0.120669094598423	4.62817538394442	3.68901545350157e-06	9.58363741499831e-06	CIB4	CIB4	Up-regulated	Up-regulated (16804)
AT1G43650	161.478028953556	0.932267227090727	0.164076436465317	5.68190806172092	1.33200263088203e-08	5.86906494846472e-08	UMAMIT22	UMAMIT22	Up-regulated	Up-regulated (16804)
AT1G09960	224.621033592182	0.694885672370768	0.14685307990233	4.73184268816782	2.2249081444183e-06	6.07031617112522e-06	ATSUC4	ATSUC4	Up-regulated	Up-regulated (16804)
AT1G53625	69.3279983529675	0.0134939674373553	0.252531489011	0.0534347914004795	0.957385485269648	0.960527837080409		AT1G53625	NotSig	NotSig
AT1G63360	532.18555368635	0.937150163513913	0.140772383837053	6.65720177473646	2.79089927185968e-11	2.18408930407667e-10		AT1G63360	Up-regulated	Up-regulated (16804)
AT1G33330	482.789988555817	0.563653263316575	0.120413534145318	4.68097932111471	2.85507740568902e-06	7.59376432058587e-06		AT1G33330	Up-regulated	Up-regulated (16804)
AT1G63430	789.72858856393	0.519724315251634	0.142520152963721	3.64667244908116	0.000265658213107793	0.000467131467712509		AT1G63430	Up-regulated	Up-regulated (16804)
AT1G80720	158.10438796645	0.48032665506589	0.164670878444365	2.91688888529353	0.00353541694395819	0.00505376834035483		AT1G80720	Up-regulated	Up-regulated (16804)
AT1G69770	877.663593246218	0.669535952036482	0.130121570678514	5.14546472614194	2.66859344167963e-07	8.90836082894846e-07	CMT3	CMT3	Up-regulated	Up-regulated (16804)
AT1G08460	654.73639591568	0.455802121992424	0.10712904915778	4.25470146123595	2.09328115611209e-05	4.62613554302099e-05	ATHDA8	ATHDA8	Up-regulated	Up-regulated (16804)
AT1G08610	203.319371228604	0.765287143981297	0.15996351852243	4.78413547695244	1.71724834572939e-06	4.80191782093636e-06		AT1G08610	Up-regulated	Up-regulated (16804)
AT1G27380	42.3228910715805	0.459546899974751	0.298019817593042	1.5420011450456	0.123073315343651	0.139164172826744	RIC2	RIC2	NotSig	NotSig
AT1G51440	18.7118106463306	0.693053277128515	0.401053575386437	1.72808153240055	0.0839736079409383	0.0973331535814374	DALL2	DALL2	NotSig	NotSig
AT1G21610	1322.82451859263	0.569759362588928	0.0945772190286129	6.02427697114414	1.69867261210591e-09	8.98007617344578e-09	UBN1	UBN1	Up-regulated	Up-regulated (16804)
AT1G79710	235.765226998703	0.82211457433607	0.145104023419856	5.66569110187451	1.46433118997289e-08	6.38890131458132e-08		AT1G79710	Up-regulated	Up-regulated (16804)
AT1G80840	131.12263077044	0.42025877355121	0.169456848656222	2.48003416140348	0.0131369795921156	0.0171159324414102	ATWRKY40	ATWRKY40	Up-regulated	Up-regulated (16804)
AT1G49490	151.412245528732	0.721592501559045	0.165633239002096	4.35656819794433	1.32117541350826e-05	3.04326537719594e-05	LRX9	LRX9	Up-regulated	Up-regulated (16804)
AT1G09795	1967.2384374355	0.606047139052998	0.0898121802149425	6.74793928398776	1.49959670295626e-11	1.24188194405759e-10	ATATP-PRT2	ATATP-PRT2	Up-regulated	Up-regulated (16804)
AT1G48690	123.376919822502	0.694482612743557	0.208615911889925	3.32900116032374	0.000871580412679536	0.00139094263630304		AT1G48690	Up-regulated	Up-regulated (16804)
AT1G49570	119.438833210714	3.1425860240235	0.219952635640919	14.2875579320354	2.61623920301769e-46	3.34878617986264e-43		AT1G49570	Up-regulated	Up-regulated (16804)
AT1G68470	85.5213340857057	1.16849795507615	0.209854248498893	5.56814057106073	2.57472079113772e-08	1.06375391975995e-07		AT1G68470	Up-regulated	Up-regulated (16804)
AT1G75580	90.9162961520762	0.347588570679454	0.229522496492117	1.51439870161656	0.129924748386478	0.146426306788195	SAUR51	SAUR51	NotSig	NotSig
AT1G59970	251.502715671946	0.695787935923151	0.139197781232536	4.99855622526632	5.77611650981364e-07	1.79126084374596e-06	AT5-MMP	AT5-MMP	Up-regulated	Up-regulated (16804)
AT1G30640	383.954469985959	0.732674436641958	0.136349010275912	5.37352222182867	7.72132844900025e-08	2.87671105394807e-07	NDR7	NDR7	Up-regulated	Up-regulated (16804)
AT1G26440	1049.94864886731	0.23761850388808	0.156401384503986	1.51928644776175	0.128690409477678	0.145107063045908	ATUPS5	ATUPS5	NotSig	NotSig
AT1G22070	755.346173767955	0.601959026191037	0.11488648447123	5.23959827791389	1.60926526971632e-07	5.61078527813928e-07	TGA3	TGA3	Up-regulated	Up-regulated (16804)
AT1G78180	386.470129610219	0.647406437716187	0.12684846909662	5.10377809308098	3.32938657721203e-07	1.08853507505272e-06		AT1G78180	Up-regulated	Up-regulated (16804)
AT1G29880	3577.36990844147	0.761052082921088	0.0953403889582002	7.98247302362857	1.43430161074631e-15	2.90456499295615e-14		AT1G29880	Up-regulated	Up-regulated (16804)
AT1G53645	966.303827426771	0.674282965789388	0.152522342051539	4.42087996236998	9.82997718985842e-06	2.33303897147179e-05		AT1G53645	Up-regulated	Up-regulated (16804)
AT1G06240	293.127491539076	0.733271602987294	0.140428234979916	5.22168211465567	1.77305142804358e-07	6.1348358246887e-07		AT1G06240	Up-regulated	Up-regulated (16804)
AT1G72330	438.617681450173	0.442323207143195	0.142176821581708	3.11107817872406	0.00186405581598086	0.00279840662009148	ALAAT2	ALAAT2	Up-regulated	Up-regulated (16804)
AT1G20840	3615.79454647136	0.930592440199567	0.0997920591580394	9.32531554164846	1.10653843814504e-20	6.51204230264669e-19	AtTMT1	AtTMT1	Up-regulated	Up-regulated (16804)
AT1G45050	344.162461316254	0.586965312453219	0.132542274536582	4.42851395530574	9.48845803877922e-06	2.26168087330306e-05	ATUBC2-1	ATUBC2-1	Up-regulated	Up-regulated (16804)
AT1G52500	537.190198150826	0.481474217790314	0.159361335588205	3.02127373627478	0.00251713687117058	0.00369064741706568	ATFPG-1	ATFPG-1	Up-regulated	Up-regulated (16804)
AT1G10430	715.907459692265	0.459313870854571	0.11533832515538	3.98231784825901	6.82464257206285e-05	0.000135552982131556	PP2A-2	PP2A-2	Up-regulated	Up-regulated (16804)
AT1G05670	181.313162074544	0.677131519174938	0.166001621128089	4.07906570172864	4.52170575278414e-05	9.31923680268248e-05		AT1G05670	Up-regulated	Up-regulated (16804)
AT1G64110	100.686926813737	1.03578459888282	0.186937665316753	5.54080204825363	3.01089418516367e-08	1.22712662511745e-07	DAA1	DAA1	Up-regulated	Up-regulated (16804)
AT1G65220	3650.9546276758	0.505739498410996	0.16573235747359	3.05154350134425	0.00227668056037802	0.00336555636469913		AT1G65220	Up-regulated	Up-regulated (16804)
AT1G13635	39.3105548488109	1.09865508031646	0.310633058480099	3.53682600844895	0.000404966357885052	0.000688160555051931		AT1G13635	Up-regulated	Up-regulated (16804)
AT1G55730	401.787242072399	0.533904199602642	0.133437090133402	4.0011678841983	6.30306163423697e-05	0.000126159795024602	ATCAX5	ATCAX5	Up-regulated	Up-regulated (16804)
AT1G07310	1813.82239233469	0.644379352479128	0.114387613497562	5.6332965849739	1.76797023069195e-08	7.57015060099754e-08		AT1G07310	Up-regulated	Up-regulated (16804)
AT1G77230	37.9874948270077	0.885867924764659	0.290707976673004	3.0472776664161	0.00230924287702651	0.0034097544427904		AT1G77230	Up-regulated	Up-regulated (16804)
AT1G52400	2824.79282010422	0.788268648129141	0.1191183809381	6.61752318929491	3.65266933644798e-11	2.7933781930715e-10	ATBG1	ATBG1	Up-regulated	Up-regulated (16804)
AT1G16430	142.978823207026	0.855343793624185	0.16847799168407	5.0768874027661	3.83668078633076e-07	1.23818503788298e-06		AT1G16430	Up-regulated	Up-regulated (16804)
AT1G27752	957.661638585161	0.756864203497779	0.112699884564557	6.71574958947036	1.87101867531237e-11	1.51276993566512e-10		AT1G27752	Up-regulated	Up-regulated (16804)
AT1G11190	35.7791004594154	0.930751141707853	0.324404537439292	2.86910642204575	0.00411633272602584	0.00581878066185873	BFN1	BFN1	Up-regulated	Up-regulated (16804)
AT1G26650	557.276498867314	0.459199244774213	0.163310139725593	2.81182323122005	0.00492615675485826	0.00688089553536334		AT1G26650	Up-regulated	Up-regulated (16804)
AT1G34640	199.863590380819	0.664322600117744	0.176057137611351	3.77333523156696	0.000161079615082812	0.000295733798018465		AT1G34640	Up-regulated	Up-regulated (16804)
AT1G50310	11.3875114868605	2.1805577000047	0.602053429113777	3.62186741999706	0.000292484018488609	0.000509880209282152	ATSTP9	ATSTP9	Up-regulated	Up-regulated (16804)
AT1G49430	932.836488953667	0.618337569967069	0.103373273665479	5.9815999633333	2.20956388835091e-09	1.13441635581415e-08	LACS2	LACS2	Up-regulated	Up-regulated (16804)
AT1G74240	192.997974045303	0.646743096967088	0.15685628049311	4.12315716612632	3.73714519844316e-05	7.84428960378353e-05		AT1G74240	Up-regulated	Up-regulated (16804)
AT1G01760	77.9079989368646	0.889228393463087	0.214163794041898	4.15209488345692	3.29445608302784e-05	6.99320694241399e-05	AtTAD1	AtTAD1	Up-regulated	Up-regulated (16804)
AT1G47480	479.209950188583	0.216378957806972	0.177291714471927	1.22046852810617	0.222287313060757	0.243277089268653		AT1G47480	NotSig	NotSig
AT1G65820	4031.85333159805	0.446163757938129	0.151220166965452	2.95042497896501	0.00317337100523553	0.00457197595407834		AT1G65820	Up-regulated	Up-regulated (16804)
AT1G22900	151.136816030177	0.406098062271106	0.190688163317872	2.12964483586825	0.0332009464776036	0.040817723165281		AT1G22900	Up-regulated	Up-regulated (16804)
AT1G76820	151.468633379904	-0.453366977269995	0.179393072698959	-2.52722677887788	0.0114967239341828	0.0151066922989903		AT1G76820	Down-regulated	Down-regulated (85)
AT1G52080	138.922371808585	0.642041029578676	0.164966639675791	3.89194464311379	9.94439376432709e-05	0.000190962198118536	AR791	AR791	Up-regulated	Up-regulated (16804)
AT1G35180	103.988236789337	0.57420527903853	0.182550798071637	3.14545477261184	0.00165828832749986	0.00250973580750792		AT1G35180	Up-regulated	Up-regulated (16804)
AT1G30070	299.42849098937	0.469879302318315	0.147202559792393	3.19205931595897	0.00141262320074581	0.00216481017294778		AT1G30070	Up-regulated	Up-regulated (16804)
AT1G35210	16.5304292437427	-0.109101991230049	0.422995865755975	-0.257926850029758	0.79646336244719	0.809346514980572		AT1G35210	NotSig	NotSig
AT1G10410	1025.50445029752	0.552170656527723	0.135319037374872	4.08050978812429	4.49370368605111e-05	9.2689144415678e-05		AT1G10410	Up-regulated	Up-regulated (16804)
AT1G73740	331.273841928373	0.579494100582905	0.127102006876477	4.55928364015589	5.13284073005577e-06	1.29602488166123e-05		AT1G73740	Up-regulated	Up-regulated (16804)
AT1G53350	332.855874646194	0.625369488804014	0.180943243672388	3.45616380093359	0.000547922247001955	0.000907737228490538		AT1G53350	Up-regulated	Up-regulated (16804)
AT1G34110	529.517114166543	0.545296540790371	0.145556136996667	3.74629714721584	0.000179463997689826	0.000326791381940752	RGI5	RGI5	Up-regulated	Up-regulated (16804)
AT1G17240	51.5324176970698	0.834001843988961	0.254754396615342	3.27374857929629	0.00106130996114908	0.00166263504966978	AtRLP2	AtRLP2	Up-regulated	Up-regulated (16804)
AT1G61730	1019.39972556648	0.287698497941457	0.186176652008937	1.54529848311831	0.1222740822165	0.138306263326738		AT1G61730	NotSig	NotSig
AT1G29260	922.719794046212	0.353853674980849	0.16051837812055	2.20444337355005	0.0274931781821703	0.0342077939957987	ATPEX7	ATPEX7	Up-regulated	Up-regulated (16804)
AT1G33890	23.7544977722183	0.910430035593872	0.368850608446924	2.46828936904107	0.013576052326167	0.017640857283161	IAN3	IAN3	Up-regulated	Up-regulated (16804)
AT1G08040	749.500322916148	0.518944656693869	0.10583898071996	4.90315244122529	9.43107375132478e-07	2.78552625363616e-06		AT1G08040	Up-regulated	Up-regulated (16804)
AT1G08810	176.694774297558	0.889481750480538	0.151647714816325	5.86544776858572	4.47922255980036e-09	2.1544029597161e-08	AtMYB60	AtMYB60	Up-regulated	Up-regulated (16804)
AT1G09210	7670.02875229047	0.67336753446634	0.131086906982233	5.1368023700308	2.79452561842157e-07	9.28335517684894e-07	AtCRT1b	AtCRT1b	Up-regulated	Up-regulated (16804)
AT1G10522	792.311545808143	0.654799636472853	0.122626134472534	5.3398049224125	9.30466482570909e-08	3.40406458789786e-07	PRIN2	PRIN2	Up-regulated	Up-regulated (16804)
AT1G01830	493.826902367244	0.606219750558708	0.137810299960261	4.39894369821064	1.08779040022637e-05	2.55715649639991e-05		AT1G01830	Up-regulated	Up-regulated (16804)
AT1G67590	958.703210058359	0.374266487660102	0.167462626836942	2.23492545608116	0.0254222430283159	0.0317875045619335		AT1G67590	Up-regulated	Up-regulated (16804)
AT1G69080	134.188715124049	0.61884794919177	0.196405591129248	3.15086727232997	0.00162786447468577	0.00246752012741948		AT1G69080	Up-regulated	Up-regulated (16804)
AT1G73300	136.834540264916	0.462515056280968	0.174661853052711	2.64805994094993	0.00809551698679257	0.0108954582302367	scpl2	scpl2	Up-regulated	Up-regulated (16804)
AT1G30530	412.581749680828	0.607754647851633	0.142742170331374	4.2577091720039	2.06532386684824e-05	4.56928084617607e-05	UGT78D1	UGT78D1	Up-regulated	Up-regulated (16804)
AT1G12480	10.9275111139495	0.870301751984832	0.521770397541517	1.66797839832526	0.0953200150619476	0.109493180126125	CDI3	CDI3	NotSig	NotSig
AT1G76850	1657.39115751412	0.661358786998116	0.091181353685631	7.25322404488866	4.06966063701485e-13	4.74099259647692e-12	SEC5A	SEC5A	Up-regulated	Up-regulated (16804)
AT1G73570	173.221164544573	0.521726437749829	0.184849338610794	2.82244146325208	0.00476595216154709	0.0066776151240668		AT1G73570	Up-regulated	Up-regulated (16804)
AT1G67340	455.469705936267	0.348712849937417	0.157585434152681	2.21284950485689	0.0269080229565631	0.0335326950316668		AT1G67340	Up-regulated	Up-regulated (16804)
AT1G08630	933.460141832684	0.177820265412728	0.102349933037915	1.73737549341489	0.082320914013023	0.0955364831975242	THA1	THA1	NotSig	NotSig
AT1G66150	2984.40243688722	0.604502666203456	0.0904597857632304	6.68255690750454	2.3480873081576e-11	1.86463078988242e-10	TMK1	TMK1	Up-regulated	Up-regulated (16804)
AT1G04640	808.20599737379	0.291369870559099	0.145257720417644	2.0058821639315	0.0448688216460691	0.0540664548900621	LIP2	LIP2	NotSig	NotSig
AT1G56500	2629.41271644039	0.621997699570579	0.101177993333219	6.14755915866108	7.86843572874295e-10	4.46139434453642e-09	SOQ1	SOQ1	Up-regulated	Up-regulated (16804)
AT1G77120	493.293209394791	1.91733988161637	0.11831087681449	16.2059476967848	4.57775372671731e-59	1.17190495403963e-55	ADH	ADH	Up-regulated	Up-regulated (16804)
AT1G50590	36.8435923469491	0.285063287912075	0.32152723379358	0.886591423528018	0.375298912997384	0.398430446228107		AT1G50590	NotSig	NotSig
AT1G17147	219.241264629416	0.558990258342779	0.165899454311566	3.36945206156598	0.000753177911706803	0.0012172572310413		AT1G17147	Up-regulated	Up-regulated (16804)
AT1G44740	56.1488157737797	0.248060709499328	0.244231174845443	1.01567995836858	0.30978181484626	0.331990139615458		AT1G44740	NotSig	NotSig
AT1G60787	21.1698051989227	0.38105931816846	0.379073653949528	1.00523820159551	0.314782164337758	0.337049130843169		AT1G60787	NotSig	NotSig
AT1G68500	117.01016053875	1.09463652397636	0.219160894771419	4.99467081076689	5.8936209027508e-07	1.82438567243556e-06		AT1G68500	Up-regulated	Up-regulated (16804)
AT1G15500	5142.54068724007	0.705522024656607	0.0837596785826458	8.42317015293304	3.66431705243906e-17	1.07514632140332e-15	ATNTT2	ATNTT2	Up-regulated	Up-regulated (16804)
AT1G77760	20723.5313345735	0.584159816210537	0.123897978196782	4.71484542938015	2.41894308477497e-06	6.5382017125764e-06	GNR1	GNR1	Up-regulated	Up-regulated (16804)
AT1G53510	1277.89860712066	0.720939183038162	0.122486411742544	5.88587070828325	3.9596377612098e-09	1.92255527144563e-08	ATMPK18	ATMPK18	Up-regulated	Up-regulated (16804)
AT1G50020	490.898461320177	0.573378866311031	0.110837612630099	5.17314341860269	2.30188190294834e-07	7.78572111847762e-07		AT1G50020	Up-regulated	Up-regulated (16804)
AT1G22370	689.11867756947	0.600637510691903	0.118841451099577	5.05410784818364	4.32407228437503e-07	1.38132897182968e-06	AtUGT85A5	AtUGT85A5	Up-regulated	Up-regulated (16804)
AT1G17270	181.121706820552	0.451484815745434	0.179532848344196	2.51477554057327	0.0119108188351796	0.015617745677987		AT1G17270	Up-regulated	Up-regulated (16804)
AT1G74350	39.6752279377113	0.356672130155078	0.275382805785776	1.2951866371517	0.195255853432964	0.215072332507239	nMAT4	nMAT4	NotSig	NotSig
AT1G75230	347.726712853632	0.683140499620476	0.14396240475801	4.74527013332948	2.08228258967484e-06	5.71727408989686e-06		AT1G75230	Up-regulated	Up-regulated (16804)
AT1G29150	3234.59172529981	0.724450332509659	0.0971544523733256	7.45668690227275	8.87252042770879e-14	1.2211641018782e-12	ATS9	ATS9	Up-regulated	Up-regulated (16804)
AT1G17140	1177.86234851865	0.476089655449589	0.131353423799471	3.62449368793315	0.00028952809076814	0.000505458639411091	ICR1	ICR1	Up-regulated	Up-regulated (16804)
AT1G08380	112998.23922544	0.534053439505378	0.135385944987468	3.94467416506797	7.99085583780188e-05	0.000156635458995198	PSAO	PSAO	Up-regulated	Up-regulated (16804)
AT1G43560	2412.91648490255	0.494718810608807	0.108165283885087	4.57373006235888	4.79117043954259e-06	1.21710705286321e-05	Aty2	Aty2	Up-regulated	Up-regulated (16804)
AT1G07700	557.912759355997	0.621958442796449	0.138803680019224	4.48084980679408	7.43464182907524e-06	1.81458067762437e-05		AT1G07700	Up-regulated	Up-regulated (16804)
AT1G33750	321.337604600966	0.569898747001409	0.1388570280348	4.10421247715731	4.05694475843874e-05	8.4583354018961e-05	TPS22	TPS22	Up-regulated	Up-regulated (16804)
AT1G14750	41.0349958749663	0.50307955643921	0.279626579152577	1.79911207998831	0.0720009531581078	0.0842328070763194	SDS	SDS	NotSig	NotSig
AT1G05900	319.123626553195	0.441797974371989	0.16210887255668	2.7253164333588	0.00642398870120426	0.0087984543971553	ATNTH2	ATNTH2	Up-regulated	Up-regulated (16804)
AT1G52990	18.4267320013558	2.99721965744133	0.502622003601137	5.96316841675682	2.47393197590274e-09	1.25597736406763e-08		AT1G52990	Up-regulated	Up-regulated (16804)
AT1G37130	24849.9310904765	0.419246049835969	0.094415774086385	4.44042379457041	8.97818941582347e-06	2.14977814067563e-05	ATNR2	ATNR2	Up-regulated	Up-regulated (16804)
AT1G48175	300.106441093625	0.675604708823442	0.131075054600467	5.15433475029072	2.54532901926815e-07	8.54002921274767e-07	AtTAD2	AtTAD2	Up-regulated	Up-regulated (16804)
AT1G72140	160.971847321537	0.549100161631292	0.160265306381533	3.42619481426683	0.000612101189226716	0.0010058438863326	NPF5.12	NPF5.12	Up-regulated	Up-regulated (16804)
AT1G01710	869.647653400899	0.529870999512064	0.10456480969112	5.06739314189237	4.03300769920177e-07	1.29635605748634e-06		AT1G01710	Up-regulated	Up-regulated (16804)
AT1G44000	833.035036254906	0.812821696798747	0.109550270666849	7.41962289870191	1.17454267993892e-13	1.57174767882925e-12	SGRL	SGRL	Up-regulated	Up-regulated (16804)
AT1G73960	1074.80606008398	0.570282421546832	0.132742648916754	4.29615068104049	1.73789475690615e-05	3.90349688763303e-05	TAF2	TAF2	Up-regulated	Up-regulated (16804)
AT1G11360	1805.65830382246	0.473728912152197	0.12937358115476	3.6617129086464	0.000250534526481619	0.000442857509264936		AT1G11360	Up-regulated	Up-regulated (16804)
AT1G15310	255.256480698139	0.635236803748789	0.141298074539379	4.49572158587167	6.93344105230472e-06	1.705384065922e-05	ATHSRP54A	ATHSRP54A	Up-regulated	Up-regulated (16804)
AT1G13300	975.477598137729	0.676443016600085	0.0995587379314585	6.79441132596302	1.08755684082799e-11	9.25734168751339e-11	AtNIGT1	AtNIGT1	Up-regulated	Up-regulated (16804)
AT1G55530	756.131314582083	0.510258120459462	0.103584553523824	4.92600588698877	8.39274699431163e-07	2.51034699055794e-06	BTL06	BTL06	Up-regulated	Up-regulated (16804)
AT1G74458	182.77062802213	0.781831723585551	0.168873181037888	4.62969737871014	3.66200518830823e-06	9.52474806407831e-06		AT1G74458	Up-regulated	Up-regulated (16804)
AT1G32120	149.97594560994	0.782872012665436	0.163957394745323	4.77485028279133	1.79840998262297e-06	5.00767320790189e-06		AT1G32120	Up-regulated	Up-regulated (16804)
AT1G17260	52.1277411095159	1.27801327025041	0.263533627045206	4.84952635676806	1.23756625446968e-06	3.573744231591e-06	AHA10	AHA10	Up-regulated	Up-regulated (16804)
AT1G31480	331.666055553471	0.802492346289272	0.133509526106425	6.01074971721177	1.84667315827051e-09	9.68994780460671e-09	SGR2	SGR2	Up-regulated	Up-regulated (16804)
AT1G17500	829.421950386212	0.810310761701793	0.135445181066115	5.9825735793897	2.19639237336143e-09	1.12878584206881e-08	ALA4	ALA4	Up-regulated	Up-regulated (16804)
AT1G21150	96.0775616532544	0.672113251088792	0.200629045395859	3.35002965180168	0.000808029100031447	0.00129812017325416	mTERF27	mTERF27	Up-regulated	Up-regulated (16804)
AT1G78110	312.854445932037	0.404486712871288	0.173470818181099	2.33172770563067	0.0197150203371373	0.0250085857234172		AT1G78110	Up-regulated	Up-regulated (16804)
